"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0043155";"GO:0043155";"negative regulation of photosynthesis, light reaction";"6/1258";"11/14111";0,545454545454545;6,118369706605;5,31275773491874;0,000154675641443144;0,00500911115750489;0,00453694340994161;"MSP-1/FAD6/FIB/OEC33/ADS3/PSBY";6
"GO:0010218";"GO:0010218";"response to far red light";"13/1258";"47/14111";0,276595744680851;3,10257754625715;4,51697925475116;0,000166571517709031;0,0052925742607926;0,00479368677577727;"ATSIG5/PKS4/IAA29/ATHB-2/ATCRY1/DEG13/DVL6/HYH/SPA1/LHCB2/LHCB2/DVL4/FBI1";13
"GO:0043467";"GO:0043467";"regulation of generation of precursor metabolites and energy";"10/1258";"30/14111";0,333333333333333;3,73900370959194;4,69827109310568;0,000174361522523344;0,00543749636906131;0,00492494826776462;"MSP-1/HCF145/STN8/ATHDA14/FAD6/FIB/OEC33/ADS3/STN7/PSBY";10
"GO:0006775";"GO:0006775";"fat-soluble vitamin metabolic process";"9/1258";"25/14111";0,36;4,0381240063593;4,75645324800108;0,000189108918399415;0,00558700734358973;0,00506036607129737;"AtTAT1/NDC1/ATSDX1/APG1/ABC1K3/NA/DHNS/AAE14/HPD";9
"GO:0042362";"GO:0042362";"fat-soluble vitamin biosynthetic process";"9/1258";"25/14111";0,36;4,0381240063593;4,75645324800108;0,000189108918399415;0,00558700734358973;0,00506036607129737;"AtTAT1/NDC1/ATSDX1/APG1/ABC1K3/NA/DHNS/AAE14/HPD";9
"GO:0071483";"GO:0071483";"cellular response to blue light";"9/1258";"25/14111";0,36;4,0381240063593;4,75645324800108;0,000189108918399415;0,00558700734358973;0,00506036607129737;"TZP/ATSIG5/ATCRY1/BIC1/BIC2/AtBBX32/BBX18/AUXILIN-LIKE6/FBI1";9
"GO:0010017";"GO:0010017";"red or far-red light signaling pathway";"14/1258";"54/14111";0,259259259259259;2,90811399634929;4,39497539788429;0,00020092352804901;0,00583371071094022;0,00528381473943767;"PKS4/APRR7/ATHB-2/A-PUT2/AtBBX32/HYH/APRR9/SPA1/AtPIF4/AtHBP2/ATCOL3/AFR/PIF1/FBI1";14
"GO:0071489";"GO:0071489";"cellular response to red or far red light";"14/1258";"55/14111";0,254545454545455;2,85523919641567;4,31272687764482;0,000247712323179534;0,0070702974954972;0,0064038386491908;"PKS4/APRR7/ATHB-2/A-PUT2/AtBBX32/HYH/APRR9/SPA1/AtPIF4/AtHBP2/ATCOL3/AFR/PIF1/FBI1";14
"GO:1901463";"GO:1901463";"regulation of tetrapyrrole biosynthetic process";"9/1258";"26/14111";0,346153846153846;3,88281154457625;4,60284207708918;0,000266503661898206;0,00747986944394298;0,00677480361562282;"ATLFNR1/GATA21/ATGLK2/CGA1/BPG4/NTRC/BCM1/ARR12/BGH3";9
"GO:0019750";"GO:0019750";"chloroplast localization";"10/1258";"32/14111";0,3125;3,50531597774245;4,43867315388849;0,000317429799317016;0,00876314396803041;0,00793711439534696;"NCH1/PMI15/REC2/RPT2/AUXILIN-LIKE6/PMI2/THRUMIN1/NA/PMI1/REC3";10
"GO:0051644";"GO:0051644";"plastid localization";"10/1258";"33/14111";0,303030303030303;3,39909428144722;4,31653611350564;0,000419418454792514;0,0112111218709618;0,0101543415370819;"NCH1/PMI15/REC2/RPT2/AUXILIN-LIKE6/PMI2/THRUMIN1/NA/PMI1/REC3";10
"GO:1901401";"GO:1901401";"regulation of tetrapyrrole metabolic process";"10/1258";"33/14111";0,303030303030303;3,39909428144722;4,31653611350564;0,000419418454792514;0,0112111218709618;0,0101543415370819;"ATLFNR1/GATA21/ATGLK2/CGA1/ACSF/BPG4/NTRC/BCM1/ARR12/BGH3";10
"GO:0016119";"GO:0016119";"carotene metabolic process";"6/1258";"13/14111";0,461538461538462;5,177082059435;4,71376040249176;0,000491177109305946;0,0129240976886127;0,0117058492003999;"AtOR/B2/B1/CCD4/ATCCD1/AtLCY";6
"GO:0010109";"GO:0010109";"regulation of photosynthesis";"12/1258";"46/14111";0,260869565217391;2,92617681620239;4,09361290024885;0,000531751175612348;0,0137764458420184;0,0124778534973651;"MSP-1/HCF145/STN8/ATHDA14/FAD6/ATKEA3/FIB/OEC33/ADS3/STN7/PSBY/RPOD1";12
"GO:0009704";"GO:0009704";"de-etiolation";"7/1258";"18/14111";0,388888888888889;4,36217099452394;4,46535403347471;0,000580407554421024;0,014809186691591;0,0134132463533663;"AtOR/PIF7/CaS/NA/AtPIF4/IAA6/ATGSTU17";7
"GO:0006754";"GO:0006754";"ATP biosynthetic process";"9/1258";"29/14111";0,310344827586207;3,4811413847925;4,1842720683992;0,000668648785063972;0,0165588905007019;0,0149980199621934;"ATP1/ATP6-2/ATP9/ORF25/ATPE/ATPA/PDE334/ATPD/ATPC1";9
"GO:0015986";"GO:0015986";"proton motive force-driven ATP synthesis";"9/1258";"29/14111";0,310344827586207;3,4811413847925;4,1842720683992;0,000668648785063972;0,0165588905007019;0,0149980199621934;"ATP1/ATP6-2/ATP9/ORF25/ATPE/ATPA/PDE334/ATPD/ATPC1";9
"GO:0042181";"GO:0042181";"ketone biosynthetic process";"10/1258";"35/14111";0,285714285714286;3,20486032250738;4,08579948127442;0,000705623661354757;0,0172213079090059;0,0155979967246841;"NDC1/APG1/AtLCY/AtSPS1/DHNS/NA/AAE14/EMB2421/AtSPS2/HPD";10
"GO:0010380";"GO:0010380";"regulation of chlorophyll biosynthetic process";"8/1258";"24/14111";0,333333333333333;3,73900370959194;4,20136639776959;0,000782168120566053;0,0183384553891413;0,0166098398917776;"GATA21/ATGLK2/CGA1/BPG4/NTRC/BCM1/ARR12/BGH3";8
"GO:0000303";"GO:0000303";"response to superoxide";"6/1258";"14/14111";0,428571428571429;4,80729048376107;4,45880269496452;0,000794956795372514;0,0183384553891413;0,0166098398917776;"CSD3/CHS4/NTRC/AtSOD2/LOL1/ATCCS";6
"GO:0000305";"GO:0000305";"response to oxygen radical";"6/1258";"14/14111";0,428571428571429;4,80729048376107;4,45880269496452;0,000794956795372514;0,0183384553891413;0,0166098398917776;"CSD3/CHS4/NTRC/AtSOD2/LOL1/ATCCS";6
"GO:1905156";"GO:1905156";"negative regulation of photosynthesis";"6/1258";"14/14111";0,428571428571429;4,80729048376107;4,45880269496452;0,000794956795372514;0,0183384553891413;0,0166098398917776;"MSP-1/FAD6/FIB/OEC33/ADS3/PSBY";6
"GO:0009668";"GO:0009668";"plastid membrane organization";"13/1258";"55/14111";0,236363636363636;2,65129353952883;3,83863064372841;0,00087823809056668;0,0199858506015444;0,0181019486946105;"AtcPT4/DY1/ATTERC/RIQ1/SECE1/PGK1/EDA3/AtPP2C26/ALB3/PSB29/IM30/CP22/ASD";13
"GO:0006801";"GO:0006801";"superoxide metabolic process";"6/1258";"15/14111";0,4;4,48680445151033;4,22694745747586;0,00122553462474008;0,0268026014034064;0,0242761404135116;"CSD3/CS26/NTRC/AtSOD2/LOL1/ATCCS";6
"GO:0010100";"GO:0010100";"negative regulation of photomorphogenesis";"6/1258";"15/14111";0,4;4,48680445151033;4,22694745747586;0,00122553462474008;0,0268026014034064;0,0242761404135116;"BBX19/BBX28/SPA1/BBX25/BBX18/PIF1";6
"GO:0048564";"GO:0048564";"photosystem I assembly";"6/1258";"15/14111";0,4;4,48680445151033;4,22694745747586;0,00122553462474008;0,0268026014034064;0,0242761404135116;"AtCEST/ATCNFU3/PPD1/NA/EDA3/NA";6
"GO:0009145";"GO:0009145";"purine nucleoside triphosphate biosynthetic process";"10/1258";"38/14111";0,263157894736842;2,95184503388838;3,76916684428614;0,00142044269469403;0,0302788037704399;0,0274246697483232;"ATP1/ATP6-2/ATP9/ORF25/ATPE/ATPI/ATPA/PDE334/ATPD/ATPC1";10
"GO:0043562";"GO:0043562";"cellular response to nitrogen levels";"10/1258";"38/14111";0,263157894736842;2,95184503388838;3,76916684428614;0,00142044269469403;0,0302788037704399;0,0274246697483232;"AKINBETA1/CAT2/AtTAR2/ALN/AtSWEET16/CEPD2/AKS3/ABC1K3/CAT1/CEPD1";10
"GO:0009643";"GO:0009643";"photosynthetic acclimation";"5/1258";"11/14111";0,454545454545455;5,09864142217083;4,25430169497072;0,00163264821235763;0,0335290193854909;0,0303685142452658;"APE2/ATKEA3/3-PGDH/CS26/STN7";5
"GO:0010275";"GO:0010275";"NAD(P)H dehydrogenase complex assembly";"5/1258";"11/14111";0,454545454545455;5,09864142217083;4,25430169497072;0,00163264821235763;0,0335290193854909;0,0303685142452658;"ATCYP20-2/NDH-M/NDH-O/CRR23/CRR41";5
"GO:0019288";"GO:0019288";"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway";"5/1258";"11/14111";0,454545454545455;5,09864142217083;4,25430169497072;0,00163264821235763;0,0335290193854909;0,0303685142452658;"DXR/CLB4/CLB6/AtCLA1/DJC26";5
"GO:0010027";"GO:0010027";"thylakoid membrane organization";"12/1258";"52/14111";0,230769230769231;2,5885410297175;3,59024814529727;0,00171203934513754;0,0347358344242364;0,0314615727470425;"DY1/ATTERC/RIQ1/SECE1/PGK1/EDA3/AtPP2C26/ALB3/PSB29/IM30/CP22/ASD";12
"GO:0010189";"GO:0010189";"vitamin E biosynthetic process";"6/1258";"16/14111";0,375;4,20637917329094;4,01461500821287;0,00181403579248948;0,0355924262597171;0,032237420709045;"AtTAT1/ATSDX1/APG1/ABC1K3/NA/HPD";6
"GO:0042360";"GO:0042360";"vitamin E metabolic process";"6/1258";"16/14111";0,375;4,20637917329094;4,01461500821287;0,00181403579248948;0,0355924262597171;0,032237420709045;"AtTAT1/ATSDX1/APG1/ABC1K3/NA/HPD";6
"GO:0009902";"GO:0009902";"chloroplast relocation";"8/1258";"27/14111";0,296296296296296;3,32355885297062;3,78071660434368;0,00185493848383102;0,0355924262597171;0,032237420709045;"NCH1/PMI15/RPT2/AUXILIN-LIKE6/PMI2/THRUMIN1/NA/PMI1";8
"GO:0051667";"GO:0051667";"establishment of plastid localization";"8/1258";"27/14111";0,296296296296296;3,32355885297062;3,78071660434368;0,00185493848383102;0,0355924262597171;0,032237420709045;"NCH1/PMI15/RPT2/AUXILIN-LIKE6/PMI2/THRUMIN1/NA/PMI1";8
"GO:0042631";"GO:0042631";"cellular response to water deprivation";"9/1258";"33/14111";0,272727272727273;3,0591848533025;3,70495893071037;0,00185993676416574;0,0355924262597171;0,032237420709045;"UGT76C2/RDK1/DEG13/LHCB2/LHCB2/ATHPR1/AT-GTL1/AtLrgB/CRB";9
"GO:0006979";"GO:0006979";"response to oxidative stress";"51/1258";"380/14111";0,134210526315789;1,50544096728307;3,12473166253378;0,00202537964230186;0,0383229136813071;0,0347105275185736;"abc1k8/HSP18.2/NA/AtOxR/CAA33/AtCEST/NDH18/DES1/DIN10/AtHBP5/CSD3/AT-HSP17.6A/2-Cys/ATCIPK14/ATSEN1/CAT2/ATSDX1/ATGPX7/NA/CHS4/ATHSP22.0/APX4/ATCRY1/ATMSRB6/ATPAL2/ATHSP17.4/NA/ATPRX/DUF760-6/2CPA/HUP26/BPP6/AtGolS1/NTRC/ATP5CS/NA/ATGPX2/AtSOD2/ATGPX1/ABC1K3/TAPX/ATCDSP32/AUXILIN-LIKE6/NA/ATMSRB1/HSP17.6C/NA/LOL1/NA/CAT1/ATCCS";51
"GO:0009690";"GO:0009690";"cytokinin metabolic process";"7/1258";"22/14111";0,318181818181818;3,56904899551958;3,77263870893418;0,00226471161860442;0,0419096084146136;0,037959134012236;"UGT76C2/ATCKX6/ATIPT3/ATLOG1/ATCKX5/ATSOFL2/ATSOFL1";7
"GO:0042214";"GO:0042214";"terpene metabolic process";"7/1258";"22/14111";0,318181818181818;3,56904899551958;3,77263870893418;0,00226471161860442;0,0419096084146136;0,037959134012236;"AtOR/B2/B1/CCD4/ATCCD1/AtLCY/TPS29";7
"GO:0071462";"GO:0071462";"cellular response to water stimulus";"9/1258";"34/14111";0,264705882352941;2,96920882820537;3,59648084006531;0,00233251435904724;0,0421182808305833;0,0381481365942713;"UGT76C2/RDK1/DEG13/LHCB2/LHCB2/ATHPR1/AT-GTL1/AtLrgB/CRB";9
"GO:0042446";"GO:0042446";"hormone biosynthetic process";"11/1258";"47/14111";0,234042553191489;2,62525792375605;3,49155080548366;0,0023371864632575;0,0421182808305833;0,0381481365942713;"AtCOMT/RVE1/AtTAR2/AtYUC2/ATIPT3/A-PUT2/AtPIF4/ATLOG1/CYP79B3/GNAT1/YUC9";11
"GO:0006417";"GO:0006417";"regulation of translation";"14/1258";"68/14111";0,205882352941176;2,30938464415973;3,38604967793093;0,00235102042641023;0,0421182808305833;0,0381481365942713;"NA/NA/cpLEPA/FIP/CSP41A/ATGCN2/HCF107/ATPK1/AtC3H33/NOT9c/emb1473/DRT112/ATELF5A-1/CRB";14
"GO:0046034";"GO:0046034";"ATP metabolic process";"16/1258";"83/14111";0,192771084337349;2,16231539831823;3,32251333450083;0,00243569369764731;0,043175875650927;0,0391060406414509;"ATP1/ATP6-2/ATP9/ORF25/ATPE/ATPA/AtFBA2/PDE334/AtFBA5/AtFBA7/ATPD/ATPC1/NA/PGK1/AtFBA1/ATHKL1";16
"GO:0015977";"GO:0015977";"carbon fixation";"6/1258";"17/14111";0,352941176470588;3,95894510427382;3,81896614839936;0,0025940024341644;0,0432592645141919;0,0391815691218053;"RBCL/EMB2728/PGK1/GAPB/PRK/GAPA-2";6
"GO:1903426";"GO:1903426";"regulation of reactive oxygen species biosynthetic process";"6/1258";"17/14111";0,352941176470588;3,95894510427382;3,81896614839936;0,0025940024341644;0,0432592645141919;0,0391815691218053;"HCF106/LLG3/DEG13/PSB29/LHCB2/LHCB2";6
"GO:0019430";"GO:0019430";"removal of superoxide radicals";"5/1258";"12/14111";0,416666666666667;4,67375463698993;3,98298057776775;0,00259452833487731;0,0432592645141919;0,0391815691218053;"CSD3/NTRC/AtSOD2/LOL1/ATCCS";5
"GO:0030388";"GO:0030388";"fructose 1,6-bisphosphate metabolic process";"5/1258";"12/14111";0,416666666666667;4,67375463698993;3,98298057776775;0,00259452833487731;0,0432592645141919;0,0391815691218053;"NA/AtFBA2/AtFBA5/AtFBA7/AtFBA1";5
"GO:0071450";"GO:0071450";"cellular response to oxygen radical";"5/1258";"12/14111";0,416666666666667;4,67375463698993;3,98298057776775;0,00259452833487731;0,0432592645141919;0,0391815691218053;"CSD3/NTRC/AtSOD2/LOL1/ATCCS";5
"GO:0071451";"GO:0071451";"cellular response to superoxide";"5/1258";"12/14111";0,416666666666667;4,67375463698993;3,98298057776775;0,00259452833487731;0,0432592645141919;0,0391815691218053;"CSD3/NTRC/AtSOD2/LOL1/ATCCS";5
"GO:1990748";"GO:1990748";"cellular detoxification";"10/1258";"41/14111";0,24390243902439;2,73585637287215;3,48225236098479;0,00263533857347154;0,0435089231149615;0,0394076944577942;"NA/CSD3/DHAR3/NTRC/AtSOD2/NA/LOL1/NA/CAT1/ATCCS";10
"GO:0009636";"GO:0009636";"response to toxic substance";"23/1258";"139/14111";0,165467625899281;1,85605220116435;3,17307205002859;0,00270203051069502;0,0441768871845671;0,040012695043404;"NA/LHCB3/AtDTX28/NA/AtNIT4/CSD3/DHAR3/IAA29/ATGCN2/NTRC/ATEXP8/AtSOD2/NA/NA/NA/LOL1/NA/CAT1/NA/ATCCS/ATGSTU17/ATGSTU18/YUC9";23
