AT1G26800
AT1G30070
AT1G54050
AT2G26150
AT2G33830
AT4G04020
AT4G17090
AT4G23680
AT4G30460
AT4G38932
AT5G11680
AT5G24770
AT5G43850
AT5G52640
AT5G57040
ATMG00090
AT1G07380
AT2G20560
AT2G37170
AT3G12580
AT3G24100
AT3G62260
AT4G25200
AT5G12030
AT5G37670
AT5G48570
AT5G51440
AT1G59870
AT1G73600
AT3G52820
AT4G24450
AT5G44340
AT4G27170
