AT2G34690
AT3G61430
AT5G09570
AT1G07380
AT2G20560
AT2G37170
AT3G12580
AT3G24100
AT3G62260
AT4G25200
AT5G12030
AT5G37670
AT5G48570
AT5G51440
AT1G79520
AT4G34000
AT5G16370
AT5G53486
AT1G07430
AT1G09350
AT1G21410
AT1G22640
AT1G22990
AT1G45145
AT1G56110
AT1G61520
AT1G61620
AT1G61800
AT1G65070
AT1G72800
AT1G75120
AT1G75220
AT1G78510
AT1G78670
AT1G80550
AT2G36630
AT2G37130
AT2G43570
AT3G02140
AT3G06530
AT3G15500
AT3G17170
AT3G56630
AT4G02380
AT4G11570
AT4G16000
AT4G16660
AT4G26230
AT4G27830
AT4G29950
AT4G34310
AT4G34680
AT4G36010
AT4G37430
AT5G01520
AT5G05140
AT5G13970
AT5G16110
AT5G16660
AT5G17710
AT5G24460
AT5G39850
AT5G49210
AT5G52310
AT5G53800
AT5G58020
AT5G58787
AT5G61030
AT5G62910
AT3G50950
AT4G14690
AT4G36220
AT5G08660
AT5G26920
AT4G27170
AT1G12090
AT1G20510
AT1G29950
AT1G43710
AT1G43910
AT1G57590
AT1G61890
AT1G67630
AT1G76980
AT2G16660
AT2G26190
AT2G29350
AT2G32800
AT2G39870
AT2G41820
AT2G47880
AT3G01500
AT3G01830
AT3G11800
AT3G16030
AT3G44320
AT3G50900
AT3G51600
AT3G57930
AT4G14365
AT4G30270
AT5G05730
AT5G08760
AT5G17350
AT5G19770
AT5G22380
AT5G46780
AT5G55480
AT5G63530
AT5G63850
