	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01010	236.931191405657	0.797592008619047	0.253213272236349	3.14988231688968	0.00163336242161376	0.0066395577017491
AT1G01020	135.44238512497	-0.251002172664185	0.280383874706506	-0.895209016306389	0.370675365838942	0.507441206095922
AT1G01030	76.642033596661	-0.950894262938131	0.370006255979771	-2.56994104172692	0.010171582437555	0.0305837320708994
AT1G01040	927.927277917842	0.570311465733469	0.161904217904069	3.52252382993128	0.00042745861084887	0.0021277962432532
AT1G01050	1142.3716858476	0.121257084070516	0.165624532047427	0.732120311958334	0.464095137181676	0.597156377266555
AT1G01060	3291.45102621094	-0.976138756037858	1.22800746484305	-0.794896435065743	0.426673748147555	0.561629873035413
AT1G01070	259.564111431137	0.282564276671784	0.223585363865812	1.26378700191382	0.206306487770449	0.330063971674418
AT1G01080	1106.08621807667	-0.181450377256157	0.142883763553868	-1.26991599845247	0.204114553741933	0.327668332536261
AT1G01090	3813.32938709176	-0.112742449443954	0.145333473984393	-0.775750048168954	0.437896582904033	0.572245286796572
AT1G01100	4554.6903907253	0.0176174574586794	0.129450501996957	0.136094160987445	0.891746843438954	0.931581719479469
AT1G01110	90.3140479048436	-1.02338627180559	0.312219453826921	-3.27777868823287	0.00104627391753574	0.00456095097500072
AT1G01120	1131.616502845	-0.559452842915004	0.209607487656282	-2.66904989497514	0.00760661495272521	0.0239895613099955
AT1G01130	11.8972273943197	0.0194475834646243	0.706988006336963	0.0275076568347826	0.978054832888491	0.987342112925608
AT1G01140	1535.76069282986	0.708694473551991	0.264282005144462	2.68158429161533	0.00732744519290549	0.0232569650395387
AT1G01160	414.270739174542	-0.540805253530533	0.190633805981049	-2.83688011550426	0.00455567142177802	0.0156747895336177
AT1G01170	609.886583860049	-0.583302278580462	0.18624445007485	-3.13191764020908	0.00173668585711011	0.00699677556160157
AT1G01180	153.406632756138	-1.44007625579813	0.293425466496652	-4.90780937657491	9.20993037630188e-07	9.80133583351156e-06
AT1G01190	83.436888522435	-0.988739891913469	0.376611120043625	-2.62536032339921	0.00865573142067371	0.0267080520676112
AT1G01200	51.8114920938169	0.74388820796359	0.370092622886848	2.01000550122023	0.0444306066214294	0.100926692485634
AT1G01210	256.628340960106	0.784436715363352	0.290034578751738	2.70463169853553	0.0068380157851589	0.0219678900578717
AT1G01220	515.914478846804	0.247082578766116	0.17197054316147	1.43677268341311	0.150782594629495	0.259378925476331
AT1G01225	56.7912252264716	-0.374919745670971	0.395199871078968	-0.948683876458186	0.342781416880973	0.479171902827643
AT1G01230	462.461940435513	0.46665923553557	0.205173573392343	2.27446073010192	0.0229382996282123	0.0597083509497888
AT1G01240	317.261653443717	-1.11097493749245	0.293721897778374	-3.78240419218156	0.000155320883204419	0.000891330554483743
AT1G01250	90.7845441277099	0.713040011400487	0.35093411236748	2.031834427808	0.042170420591114	0.0969124356299814
AT1G01260	345.635651819301	0.193096296600254	0.181291746180193	1.06511355684295	0.286824545118016	0.420529344682248
AT1G01290	152.072179815928	-0.602761565299124	0.233292368351397	-2.58371745959222	0.00977418284176228	0.0295981176971081
AT1G01300	1716.9371166088	0.483650561628583	0.212845231748086	2.27231100107993	0.0230677328232947	0.0599853174639949
AT1G01320	7878.69045348795	-0.087463717508993	0.258368235114865	-0.338523493300593	0.734968725953102	0.820979057718708
AT1G01340	148.350662326046	0.447670380338171	0.357591167748792	1.251905585802	0.210604269145913	0.335245313689335
AT1G01350	381.718036824786	0.11690880964951	0.186232707144041	0.627756592503848	0.530163405878106	0.655920608495552
AT1G01360	196.529568980027	-0.301115106182614	0.229932618303354	-1.30957977343322	0.190338034647996	0.310755215131858
AT1G01370	100.064617611016	-0.26391489874514	0.356182487651379	-0.740954167863109	0.458721230160443	0.592083899289613
AT1G01380	15.6734235501787	0.420444440959377	0.622676583136267	0.675221218118887	0.49953522796354	0.629616231857989
AT1G01390	128.448714199807	0.575466862230561	0.447646237612596	1.28553936988204	0.198603868244512	0.321064880173782
AT1G01420	448.085212457611	1.50222585181674	0.221930037385168	6.7689163193785	1.29750556724062e-11	3.59522918944052e-10
AT1G01430	713.769524393396	-1.33871847272667	0.281135599461518	-4.76182481084157	1.91850199342131e-06	1.88565217155282e-05
AT1G01440	372.525576613767	-0.144334144862641	0.191326151868716	-0.754387957176289	0.450616300747154	0.584214276920635
AT1G01448	73.995287493544	-1.50325131768612	0.355539797158319	-4.22808172165529	2.35692190516389e-05	0.000171717418663986
AT1G01450	19.4674082627944	-0.946775168209016	0.580432846574386	-1.63115367056968	0.102857898263041	0.193434117879691
AT1G01453	8.446846899095	-0.211058884091501	0.990506827203538	-0.213081705541976	0.831263233838029	0.888440295623873
AT1G01470	5380.33919124146	3.63445634282294	0.329863310707612	11.0180678627957	3.12698980599132e-28	5.97771436582029e-26
AT1G01480	45.3528787880091	1.16017504538383	0.454963582913354	2.55003936349072	0.0107710756887097	0.0320990995603037
AT1G01490	1157.05457751304	-0.578156225160807	0.185718129962575	-3.11308446449097	0.00185143022931972	0.00738763915900708
AT1G01500	515.357594364375	1.73933615230586	0.290680388096572	5.98367218268611	2.18162181097757e-09	4.02287200666722e-08
AT1G01510	969.966352587853	0.476356655837591	0.139523800572135	3.41416055099008	0.000639788622607518	0.00301339862777416
AT1G01520	98.4351286350882	-0.612027022943392	1.12130253601918	-0.545817924497159	0.585191100823829	0.702681206008536
AT1G01540	1445.09597385652	0.411630422396272	0.140816371213687	2.92317163727809	0.00346485464163398	0.012503840694099
