	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01010	56.3903569490721	0.140805561876963	0.51486543361062	0.273480316768459	0.784484020792795	0.873182687727528
AT1G01020	266.526896493357	-0.192273769607015	0.348696386727877	-0.551407404622938	0.58135442587933	0.728611166625628
AT1G01030	66.3541098057005	-1.39162884611485	0.492540445684536	-2.82541029535301	0.00472201078276098	0.0218697480938378
AT1G01040	506.820728598306	0.388812607144431	0.278910327258684	1.39404162967338	0.163305033867809	0.315131758645868
AT1G01050	463.309944485553	0.322950414230562	0.30046797112824	1.07482475758698	0.282453193950422	0.459055533416489
AT1G01060	68.3328826528275	-0.725726300884565	0.572018257250578	-1.26871177918829	0.204543879739958	0.368023886168699
AT1G01070	22.7152474628147	-0.216799697739215	0.767657054562543	-0.282417384756218	0.777623486221855	0.86896736116346
AT1G01080	1077.67629872294	-0.344239992181663	0.265032442914431	-1.2988598240888	0.193992039523947	0.35444580912928
AT1G01090	3007.39442911682	0.245030201482665	0.259166137870283	0.945456082712885	0.344426081825543	0.522895929845893
AT1G01100	5495.78556146193	0.0313020975970231	0.308351982944989	0.101514176422882	0.919142304534375	0.953787193564097
AT1G01110	42.9737196968298	-2.24055349387177	0.61215107596649	-3.66013159469545	0.000252085752298712	0.00191193805738886
AT1G01120	720.724064530633	-0.346310335677507	0.276619281162339	-1.2519385280098	0.210592264317021	0.374946405749608
AT1G01130	12.3157998223462	-2.4399200294969	1.11652656847749	-2.18527717869177	0.0288685296363562	0.0890310278062589
AT1G01140	554.115687296971	1.21662825942859	0.317010497338533	3.83781694815411	0.000124132959478519	0.00103350799846526
AT1G01160	345.875804400609	0.34788270756043	0.318498791847235	1.09225754214882	0.274719916658976	0.450361414496687
AT1G01170	1323.88026589208	-0.062200208174466	0.255391941100053	-0.24354804582537	0.807580870107908	0.887296034167575
AT1G01180	96.0791699411772	-0.472477612412078	0.462826633763863	-1.02085225426577	0.307324442990699	0.485272185509833
AT1G01190	36.1235833664345	0.260889384236571	0.598851517571043	0.435649533451539	0.663091026422334	0.788305519423235
AT1G01210	152.766325824603	0.24720231936506	0.356539733347841	0.693337365358627	0.488097859222514	0.654489928182053
AT1G01220	321.280819912694	0.215502724357721	0.298817304390399	0.721185557835603	0.470795356236327	0.63956710845422
AT1G01225	31.6292603005479	-0.581339895633121	0.642386449832826	-0.904969112882764	0.365481750627358	0.54453447850983
AT1G01230	233.727259894435	-0.0120392869741527	0.31981156333736	-0.0376449395654053	0.969970776705496	0.983172984045465
AT1G01240	1515.47261473302	0.478439554473228	0.325353616971792	1.47052170166809	0.141420512498626	0.284985709748521
AT1G01250	47.6985282546218	-0.000428959779219275	0.538973762092734	-0.000795882488887224	0.999364977716944	0.999766248537147
AT1G01260	222.076655664712	0.109592925727193	0.325722363607983	0.336461164389348	0.736523132510959	0.841954511675794
AT1G01290	130.65480965279	-0.959594292962538	0.380264259446557	-2.52349325271627	0.0116195290388243	0.0444189591104423
AT1G01300	415.378375521702	-2.37582772468916	0.331615693241522	-7.16440076000504	7.8127540307003e-13	2.44081212131534e-11
AT1G01310	20.5823113872338	2.46571867700998	0.814873194979575	3.02589248511455	0.00247900434571646	0.0130303547128355
AT1G01320	3492.22131426261	0.460214445566404	0.313046082807509	1.47011724740025	0.141530001888486	0.285119870390267
AT1G01340	22.8150205450697	0.463348858835732	0.733276010308919	0.631888746286041	0.527459577494348	0.686024424053334
AT1G01350	300.883481816646	0.582000451588874	0.310483214074909	1.87449892685167	0.0608616898314841	0.156407323584469
AT1G01360	259.432342625658	1.49681343363307	0.329525421416106	4.5423306863569	5.56356768915058e-06	6.51545424090184e-05
AT1G01370	65.262997148731	-1.7705284608983	0.583485183172211	-3.03440174996824	0.00241013243684775	0.0127494811005547
AT1G01380	12.7519363761614	-1.84427542364311	1.05401630508283	-1.74975986116095	0.0801597595056329	0.190957534397312
AT1G01390	8.55927281435114	-0.548633604487587	1.17142168264769	-0.468348514129895	0.639535380221285	0.771498185558226
AT1G01420	86.7072548474462	-1.17794493397333	0.493205229017761	-2.38834640159686	0.0169243812043346	0.0593798811940139
AT1G01430	774.336718617208	-0.1716429439167	0.311359208413429	-0.551269849352873	0.581448703826725	0.728666178225355
AT1G01440	211.09878951877	0.225453576084958	0.355036613815125	0.635015002149486	0.525418630641318	0.684531286093388
AT1G01448	170.285483461175	0.0691368070961174	0.344912438842576	0.20044741595322	0.841130679309517	0.906826952617768
AT1G01450	18.5285740797695	2.64715928376782	0.886435941958521	2.98629507048089	0.00282380029786679	0.0144875128795575
AT1G01470	1339.80064857376	0.753688720754466	0.284628729397053	2.64797134973357	0.00809763875104007	0.0335555375438109
AT1G01490	1593.91396196012	-0.197132478494271	0.334753149571492	-0.588889092594391	0.555935675136653	0.708181113109463
AT1G01500	330.535115405075	-0.452118107589685	0.327132611367174	-1.38206370101765	0.16695214273906	0.320000972119911
AT1G01510	843.412539483222	0.440231352551648	0.296533125904183	1.4845941788436	0.137651358423049	0.279452727244675
AT1G01520	14.2316743008592	2.67608500837883	1.00233791529813	2.66984314125527	0.00758866889989936	0.0319175666834341
AT1G01540	992.337474288678	0.22249490450707	0.265291472975893	0.838680949716344	0.401648371349513	0.57928967196533
AT1G01550	963.55616582312	-0.260633538715784	0.291253582788752	-0.89486809473799	0.370857603940902	0.549586153289967
AT1G01570	18.002350860955	-1.06892511378892	0.835110959625631	-1.27997974576709	0.200552259310842	0.363212512614982
AT1G01580	38.901963213982	-1.33829244153526	0.599336852990397	-2.23295536534728	0.0255518879435265	0.0812410640437663
