	SRX7734280	SRX7734281	SRX7734284	SRX7734288	SRX7734289	SRX7734290
AT1G01010	16.4593678430196	11.2220862179676	23.0065611159238	22.9202974661887	27.0367417923324	42.9567636840338
AT1G01020	37.627829719347	42.4287599312682	64.9920681544582	35.7153920477863	47.1725727596243	34.1965444051291
AT1G01030	27.4567954728772	22.4429305977228	35.031094493316	24.9201564922487	17.2001924796369	32.1717858079391
AT1G01040	163.431937448229	263.739717136083	223.483099822583	222.142484757396	232.181398480334	206.877602707966
AT1G01050	223.421100523941	261.260575488119	230.970260999825	245.557588951053	306.917925882586	302.741353618241
AT1G01060	1755.57024328345	1442.04204225811	1706.94864770998	633.207380189405	638.452067400397	869.662007663301
AT1G01070	35.4356041032283	13.4716230107249	20.2541838952672	22.647097434053	32.188028881104	22.8532114290021
AT1G01080	292.429224706937	331.331790259367	321.175546281655	243.805519368004	197.622114218308	174.183609727869
AT1G01090	628.191151725765	792.985144751717	627.543335795671	620.007379171699	662.623929827587	549.629639581679
AT1G01100	489.391082032986	774.838511823566	658.858057561079	974.147950637135	1001.75285832493	887.206656509835
AT1G01110	13.5224000155071	6.39334601682954	25.7093629872304	2.95364414376675	4.85188454769878	13.2235003032396
AT1G01120	812.014765601968	897.690179836714	1003.2167886263	557.296629781232	587.990186146328	433.092796886537
AT1G01140	294.577521105631	406.229686398595	311.948290835709	224.065884952029	274.981935042121	252.782617642004
AT1G01160	69.8401313239803	76.0858972534441	70.7556941205658	59.6907651971804	59.9156632860173	78.5494943153605
AT1G01170	177.425200132909	266.199265347163	191.013534617341	119.533251404375	126.773756364809	125.865845149921
AT1G01180	86.5724076719344	103.500877983859	70.957392071529	13.9458917524906	26.2286314872601	23.3169530426653
AT1G01190	28.6693753434239	23.8059799588765	17.0363321035352	5.95266888082432	7.34088449844352	11.6030582987829
AT1G01210	40.8285412516846	47.6015544235541	61.4344979088336	124.000678582931	101.924964425851	90.4568374229962
AT1G01220	148.948348324393	163.438584276997	149.734178139747	128.321736016485	131.221857587885	116.242559016058
AT1G01225	14.1930617701944	17.461852441794	10.965700974212	17.9098761098943	9.02699350672561	5.41304947271646
AT1G01230	131.600346320618	138.478560527376	116.334446573597	151.061952455627	133.93020019947	133.432377869571
AT1G01240	171.786822475166	173.492422282283	138.743742750344	24.4458546402748	27.4497106893369	33.7727756421207
AT1G01250	51.136343390629	34.9308342497521	31.8258843244856	32.8000146189743	32.8623338071374	58.9659918099625
AT1G01260	156.581731977092	112.479953756925	138.137999687333	120.89162695738	109.190873105196	93.002490237135
AT1G01290	47.3049974933681	34.7945634093186	48.1555522863039	29.3651140038975	23.5334004951875	38.7524745162595
AT1G01300	234.0518703453	155.848697062826	169.208649000533	283.137187251624	296.448975719326	317.883885189456
AT1G01320	2684.44409001247	2939.1636697089	3010.1435671587	2534.07117798052	2298.32368541207	2471.63164279166
AT1G01340	17.2292007346014	12.8469757024535	22.5093913568461	11.5857245932821	13.6758778566298	14.5540751792462
AT1G01350	75.6024524536324	52.3744185372612	84.9403201032044	101.601080661642	104.919675930967	102.260530248115
AT1G01360	74.3374848470329	71.0892487970799	62.8590146300076	20.9032592814331	20.5072459413642	16.2052383123123
AT1G01370	13.6335262001768	16.7395506238089	10.3151243758278	14.0383664844607	17.8116986986324	18.584423588257
AT1G01380	5.81272668361426	4.96728701995687	9.07525263298276	10.8663041418864	14.5706397848473	13.8466418201657
AT1G01390	22.2885538998802	42.9854212743234	35.4855749989844	45.1620482878735	39.0850640122328	53.5634889190069
