	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G01010	70.0857871213679	-0.609480576295002	0.289111706612808	-2.10811448431331	0.0350210878579346	0.0856497926974706
AT1G01020	109.030657328457	-0.360938993362346	0.204061040490961	-1.76877954015104	0.0769306724106297	0.159005160504911
AT1G01030	27.2281985068053	2.78476692676884	0.663883140271006	4.19466432847211	2.73275975447144e-05	0.000191434619547059
AT1G01040	565.140526891115	-0.249933396362025	0.163303455434583	-1.5304844327813	0.125896863854361	0.232811522706771
AT1G01050	645.636538488648	0.0214885183062662	0.131856316910644	0.162969198668187	0.870542686319286	0.917050998613751
AT1G01060	28.0047426921688	4.05399583528074	0.585630110732706	6.92245115301298	4.43894882596585e-12	1.26107408250715e-10
AT1G01070	69.806938337247	0.322087201979033	0.487460900705903	0.660744690523098	0.508776058339915	0.641723231980673
AT1G01080	1046.38792518643	0.264500834567169	0.198918810603894	1.32969241955638	0.183619633459739	0.310689207467506
AT1G01090	1955.74234539983	0.721873131936434	0.154001956062032	4.68742833140162	2.7665953804042e-06	2.492830045805e-05
AT1G01100	1354.52557237043	-0.830439081829552	0.478774605588355	-1.73450945838918	0.0828277290031953	0.16820304757063
AT1G01110	69.9868799737258	0.0787687022875891	0.621801071830556	0.126678299308326	0.89919502209019	0.935683393109512
AT1G01120	1121.09336912729	1.48025531713024	0.494144761291066	2.99559042832455	0.0027391407084104	0.0103518103876483
AT1G01140	966.619908849785	-0.371861534997476	0.339411039068474	-1.09560825133462	0.273250249182439	0.415655372221083
AT1G01160	486.061047735999	0.679642247748069	0.119376494028859	5.69326694737549	1.24631294910747e-08	1.90301241520044e-07
AT1G01170	845.077282145846	-0.105713518779809	0.118642722609527	-0.89102404643671	0.372916270015582	0.518697030005422
AT1G01180	124.55735279599	0.84964921141987	0.310962935464964	2.73231666709552	0.00628906617338756	0.0208378239061935
AT1G01190	33.6008629413542	2.25955650319452	0.478354853449203	4.72359899121304	2.31707092767988e-06	2.13863502233834e-05
AT1G01200	8.76324743397616	-0.859445642774147	0.671298683718833	-1.28027309395726	0.200449106953781	0.332456028679842
AT1G01210	121.870461965575	-1.60662269653879	0.296147824278974	-5.42507006577004	5.79318108239973e-08	7.68732411277258e-07
AT1G01220	401.831725133836	-0.166167127182245	0.187760939407799	-0.884993053967125	0.376160377665904	0.521767293491781
AT1G01225	20.4732766829234	-0.26385014596493	0.69307106359618	-0.380697102827918	0.703428018887715	0.798924570241148
AT1G01230	294.61323306204	-0.506385263756725	0.184675588147055	-2.74202599725036	0.00610615086119326	0.0203450751163971
AT1G01240	632.721864416192	1.29700647578615	0.190436519752463	6.81070247173207	9.71233137044963e-12	2.5957541204323e-10
AT1G01250	123.894266872791	-0.865369750097372	0.713970292546408	-1.21205288109536	0.225492138819404	0.362351639966833
AT1G01260	189.147455796449	-0.253992590611847	0.178063773457822	-1.42641361395169	0.153748986276496	0.271999770418572
AT1G01290	238.248222298994	0.911723336146953	0.168393602672778	5.41423974352881	6.15496539961393e-08	8.11624491004066e-07
AT1G01300	616.601342256732	-0.361536485736834	0.471651821762595	-0.766532575631209	0.443359476558507	0.585263980049739
AT1G01320	5756.08494183159	0.333112977582833	0.207556469823834	1.60492697657445	0.108509875971231	0.207797061489306
AT1G01340	27.3551790196643	-1.82634155264084	0.404244248348734	-4.51791598792343	6.24512519181633e-06	5.1451685765099e-05
AT1G01350	246.267363458594	0.412557040549098	0.222418639273508	1.85486720850665	0.0636151916590416	0.137075763787489
AT1G01360	229.611084282567	-0.51893312583877	0.246448074125697	-2.10564893915176	0.0352348582420768	0.0860615273046035
AT1G01370	33.3491831093362	0.00265005569053249	0.769752502878816	0.00344273734820151	0.997253098449219	0.998834450156682
AT1G01380	10.0804744783395	-1.92517386475826	0.784778150858986	-2.45314406708577	0.0141613609313107	0.0409247564873275
AT1G01390	60.4503008473498	1.82167816788979	0.593047397145187	3.07172441302161	0.00212826117331488	0.00834956955965706
AT1G01420	107.182227589403	0.149899694578471	0.349924850573826	0.42837681957328	0.668376798423233	0.772266191528181
AT1G01430	648.572335793288	1.53478456615726	0.228299765310635	6.72267255320636	1.78421247220257e-11	4.54422609351701e-10
AT1G01440	258.684605376227	0.0152917086355464	0.195456612541814	0.0782358214269932	0.937640467952987	0.960726758079251
AT1G01448	180.552938500647	1.23413200624391	0.239266869797227	5.15797279953473	2.49637873633493e-07	2.88790480310199e-06
AT1G01450	28.1094114003478	0.246995501928582	0.497318439876493	0.49665462231789	0.619432627203877	0.73461189466055
AT1G01470	3092.38256862856	-1.52777678081993	0.361359761073467	-4.22785529933235	2.35929435224843e-05	0.000167753353398707
AT1G01490	827.144497595465	0.626518074052287	0.244905799997486	2.55820023069572	0.0105215490386217	0.0319405371247746
AT1G01500	281.895279789221	-0.0277249271101447	0.237422513569442	-0.116774633935613	0.907038645389228	0.940645539157207
AT1G01510	495.522353031441	-0.154426482581078	0.246883386731215	-0.625503743389603	0.53164049231445	0.661548180251281
AT1G01520	103.743454468666	3.94701585750335	0.660556202449812	5.97529149353986	2.29679129435687e-09	4.07508410456632e-08
AT1G01540	1090.89287922472	0.634593657553266	0.153924584879002	4.12275698552061	3.74364588226694e-05	0.000253260784802129
AT1G01550	1388.02572858894	0.345806489303263	0.1947234821298	1.77588488825787	0.0757518922192686	0.157117185383419
AT1G01560	35.8624796489448	-4.01639482547873	0.68141973764752	-5.89415686628717	3.76599286000021e-09	6.38298736173024e-08
AT1G01570	32.3021029781633	0.402817283318027	0.364158699153943	1.10615861780564	0.268657870790846	0.410481725349983
