AT1G02820
AT1G03600
AT1G07350
AT1G07400
AT1G22160
AT1G32520
AT1G35140
AT1G52560
AT1G53540
AT1G56580
AT1G59860
AT1G64900
AT1G65480
AT1G67325
AT1G67920
AT1G73040
AT1G74880
AT1G76080
AT1G78630
AT2G05070
AT2G21330
AT2G24270
AT2G24540
AT2G29500
AT2G32120
AT2G37180
AT2G41870
AT2G43010
AT3G05030
AT3G08730
AT3G08940
AT3G14280
AT3G14415
AT3G24500
AT3G27690
AT3G48240
AT3G53420
AT3G54680
AT3G54890
AT3G55240
AT3G61880
AT3G62270
AT4G12400
AT4G17340
AT4G19170
AT4G21320
AT4G29520
AT4G35090
AT4G37000
AT5G03210
AT5G12020
AT5G12110
AT5G15250
AT5G15500
AT5G18130
AT5G25280
AT5G35460
AT5G38410
AT5G49730
AT5G49740
AT5G54585
AT5G57050
AT5G58770
AT5G59310
AT5G59320
AT5G59720
AT5G59780
AT5G60460
AT5G63800
AT1G30070
AT1G31750
AT1G54050
AT1G64360
AT1G73600
AT3G57680
AT4G04020
AT4G23680
AT4G30460
AT5G11680
AT5G24770
AT5G43850
AT5G52640
AT5G57040
AT5G65480
ATMG00090
AT3G61430
AT2G20560
AT2G37170
AT3G12580
AT3G24100
AT4G08870
AT4G25200
AT5G12030
AT5G37670
AT5G48570
AT5G51440
AT1G07610
AT1G27020
AT1G53350
AT1G56045
AT1G58420
AT1G73810
AT2G02100
AT2G16890
AT2G19810
AT2G21820
AT2G27710
AT2G28900
AT2G37600
AT2G41100
AT2G41110
AT2G45710
AT3G07650
AT3G22231
AT3G56020
AT3G58700
AT3G59010
AT3G61280
AT4G14270
AT4G14320
AT4G27280
AT4G27654
AT4G31500
AT5G02450
AT5G15190
AT5G17460
AT5G27700
AT5G40780
AT5G42530
AT5G42900
AT5G44110
AT5G44420
AT5G44568
AT5G48380
AT5G61380
AT5G63570
ATCG00750
ATCG01110
AT1G26800
AT1G59870
AT2G14878
AT2G33830
AT2G41730
AT4G15440
AT4G35750
AT5G44340
AT3G50950
AT5G26920
AT5G56000
