	SRX7734282	SRX7734283	SRX7734285	SRX7734286	SRX7734287	SRX7734291
AT1G01010	12.9730233627156	12.7757918801297	12.7100841791867	28.4193866325907	13.2487299985416	14.5385184206892
AT1G01020	27.0542810611114	36.8592164570102	36.9824772280437	39.4037944391295	35.0356741521811	32.2425474065171
AT1G01030	34.5561430679761	34.587211077338	32.5529279751002	42.5798544782326	39.7386603323522	22.2677853738244
AT1G01040	185.907296810973	167.879141724769	147.601071932134	263.511708359614	231.012449656219	192.556064460319
AT1G01050	179.559878672088	190.549571735165	115.608533176851	152.881645775895	135.747527184938	180.363404372553
AT1G01060	1105.39479759149	844.449827323284	181.553807826016	135.969157510277	119.042262054134	819.665094328094
AT1G01070	26.8394800417205	19.8325093914934	24.7996222730661	10.6531009603365	11.2870368323216	27.7342835635168
AT1G01080	225.503453147875	218.5498969229	233.957109224849	268.599027990406	279.970535134992	210.921625698652
AT1G01090	550.199059888886	556.702573847586	543.734458303209	594.041040658353	637.442210357601	486.496258293213
AT1G01100	488.014829117447	628.977365458968	597.779786393259	397.284059880664	365.398814596246	480.337921732215
AT1G01110	11.8746013844818	19.9954048764623	17.3492785931362	7.98075252038382	34.9099805542305	13.5497715624519
AT1G01120	736.061913482835	654.49349408312	525.610917185198	694.308337509168	694.87302947024	1335.34364657823
AT1G01140	864.233511579318	674.090037453277	248.276487721697	326.416268815789	240.507990312716	674.735359523263
AT1G01160	60.5912238616542	70.9728628631997	67.6414347962573	68.4577418911997	94.3206857542399	67.8981745610727
AT1G01170	134.684808652311	211.123365522096	160.366572325908	156.038406236967	140.299593942488	176.162253758021
AT1G01180	29.1951784744631	32.9302011035144	57.6654169682612	55.0768285660897	60.0594106758859	38.7765365799506
AT1G01190	31.2879272029188	22.8890676319271	34.9372595253411	27.4511069407626	15.2574125743634	12.5464564615732
AT1G01210	50.3474804137682	39.5518842314348	56.8477389096435	33.5502216690943	25.1838781379632	32.6551405495988
AT1G01220	111.512845807434	103.282480926864	158.173223509214	132.278788907694	118.051786177085	111.829962953725
AT1G01225	6.49145787890085	8.28835083363388	26.3864636148098	8.00082082385374	18.2632688575147	23.2778699171519
AT1G01230	117.995254356311	124.258560804988	144.916646412877	137.892256814166	121.350904546303	98.0115601994356
AT1G01240	90.0160445075492	94.388325681744	222.858392883573	147.872487695508	118.790563528696	106.572327670784
AT1G01250	12.9895960264368	17.6070389637905	18.2667092566281	18.6808629667042	2.02316145344406	35.9034416165492
AT1G01260	108.816946726655	127.612322141444	96.9830096303527	122.751518236741	106.193635772851	107.261487666807
AT1G01290	31.5133075748783	31.5481181533395	34.5180244130944	25.6633780227058	41.4197511132694	52.9243496120042
AT1G01300	426.935529226774	374.105979997154	328.810349599949	237.945674308816	371.425085759244	470.953719238152
AT1G01320	2177.77223638355	1753.96308549629	1821.57098096342	2062.68234557726	1867.29474752382	1889.67635301344
AT1G01340	15.3771574614768	10.7903321170667	10.3320274490428	14.9381010180467	14.6508603650554	11.5094626564743
AT1G01350	56.2290474545133	69.5383472241923	57.6530419777379	61.297001097328	87.5325816825389	66.8909385944154
AT1G01360	50.8398805438039	50.5315925261464	41.3766224398662	50.6591283043599	41.6472787286547	45.577734386428
AT1G01370	6.40201009940642	9.062516768825	18.2965056275052	18.7628785691658	10.6827916504426	10.9727945006465
AT1G01390	28.8972876230998	39.7089154209922	5.89797660936798	18.4631244731923	27.2592774105398	34.6074706732947
AT1G01420	122.70828537117	107.108790889561	43.0188260808088	72.8483606094125	39.0827957725195	128.30462220477
AT1G01430	322.082745573397	309.363535897642	535.053650529122	410.172959970497	554.177534353477	299.424673288199
AT1G01440	77.8015104722148	106.187214243607	100.959288210271	94.0823898032152	139.993513586874	99.7880365860508
AT1G01448	17.2725250519348	20.5076588527724	20.0265446778898	21.6991312473517	35.8208707801566	9.60976082034406
AT1G01470	1498.86829330535	1531.64304999091	293.75986979208	792.520039327569	298.051245934005	1109.13263622882
AT1G01490	156.932102731336	187.106011639043	233.538796186521	208.935959456219	189.962641377215	161.835950673443
AT1G01500	167.558371050806	201.536032043444	124.857581613696	111.004843136699	106.0253992738	147.315712795659
AT1G01510	203.158222243675	199.779354151014	204.149696920731	227.231928922646	198.185202563792	180.207768636454
AT1G01520	13.8150826422999	11.3653528149631	1.1804470088539	0.910403480014352	3.02443999972493	14.9017554055427
AT1G01540	480.600405823933	394.646724340771	312.565423652186	319.253199805256	278.329085803731	464.799847662803
AT1G01550	759.753067636327	709.181864902026	552.127832846035	569.713052864927	686.786328854319	681.377820171064
AT1G01560	44.4975648196912	54.5138112179776	17.4359307831513	3.49860202250019	3.07653113093389	40.8519808076521
AT1G01580	14.1186730486407	9.12650236973392	6.99453618066388	10.7049508156314	5.13348050755346	25.5126664153316
AT1G01600	91.8624240893719	96.3658077958765	113.57318240265	108.30376868221	64.3237700018641	119.180344291631
AT1G01610	403.186583404548	474.639084354839	497.509922107166	499.022878399068	420.228406301908	466.140072716714
AT1G01620	1989.68674449784	2020.48649199499	2540.33334959623	1755.7145652674	1991.13289451989	2064.32722882126
AT1G01630	213.011720735639	208.500447416989	254.936258770685	203.422839260807	220.926075324884	253.980904235813
AT1G01650	173.233103077228	147.227278573567	178.380466955003	172.625176156163	116.058168158384	172.4819829176
AT1G01690	16.6316923049777	16.616935451283	16.1922876072133	18.2302565761769	31.7790849542132	13.2883503947738
AT1G01710	99.458908596078	85.7708250261348	93.6005806217439	124.333310172305	116.187426402463	115.337916119574
AT1G01720	188.113769959705	95.8479683582763	87.7938618828581	77.2678121247468	54.0059565478328	86.263949611645
AT1G01725	16.2909899504599	31.6277941695875	23.3250398718717	11.5994279772914	17.926283657831	22.3873441676255
AT1G01730	47.5933493514649	57.8605913144247	62.0825590561149	64.8767095355027	69.0857188276285	69.8192874629748
AT1G01740	17.443291174915	8.2489973166659	26.9436174930975	19.2383237429541	29.0599777300018	13.4418938231594
AT1G01760	18.8370749898971	12.2392577694325	18.8241602871264	8.48606914253844	7.77698310274533	6.38169869170857
AT1G01770	36.744278227348	44.5367749919599	60.2736644482947	91.4345832317702	53.0982632775152	48.4464573431375
AT1G01780	17.3166426337473	15.7232529733312	20.5812176570319	24.0134423526097	20.2503839143018	31.0470472872528
AT1G01790	1379.6893557668	1044.59289233486	954.646040583606	1084.32449539773	862.495881226193	1337.65854393875
AT1G01800	162.314022649712	151.320615069059	155.552248395338	149.255498054366	137.127724409447	157.592146546937
AT1G01820	111.400552434377	99.0700653674983	177.217108902152	155.506242272139	143.335070670341	93.0838552662279
AT1G01830	86.5388725608244	51.4539138964338	63.6948525205821	87.2589073446686	49.2949910423411	114.149852041062
AT1G01860	68.1104727817398	48.1604902386199	63.8001874138824	53.091352577537	59.7780794546357	52.7836040864871
AT1G01880	8.19373705648079	18.3834855536143	20.8496009907436	7.57198684672806	12.3579262346453	11.172085750866
AT1G01900	66.9995392668285	72.6539136204091	62.6321544320053	62.1343850454054	65.3776670997026	86.2290999094202
AT1G01910	188.550922214755	220.431351659576	225.914733378346	169.324545005205	178.591866217709	176.127878793406
AT1G01920	29.360848373798	33.581384928733	55.3362957280803	39.2461806793093	34.859882526496	30.4126490708467
AT1G01930	49.7181905426065	47.3223728871394	55.5826258239721	50.6066945644761	51.0250615490706	47.4822134648673
AT1G01940	24.8979846708953	38.0176766129748	34.2335242872955	35.5849220645218	48.5414105325165	30.082649259262
AT1G01950	156.675963892126	121.548219993665	96.3600425940713	93.1890097222989	88.9252254046204	181.160461373691
AT1G01960	445.053128192626	466.585849594577	521.406376706212	602.410011142997	573.269791793726	461.98738219927
AT1G01970	212.970424504523	145.981878182597	144.453910079021	141.205949669452	134.537749002544	186.090330718458
AT1G01990	68.1202299725157	54.8659656352842	63.4480091602887	55.0748984767718	72.2862160153016	52.3470194484135
AT1G02000	30.2634232409785	37.31440231012	46.3163774322081	54.1584475047041	50.0029074195529	38.7611984640851
AT1G02010	40.099990753236	39.6796539610696	26.7186891552391	48.5626072191491	55.9952626488542	54.8674865052824
AT1G02020	9.64369201803536	13.6688219252617	24.2831570275367	13.35233170351	7.1683368429656	12.6307933841246
AT1G02060	7.56541866845134	13.6424666940498	11.5852147822525	13.3166641380542	14.2912105909666	15.5036570293688
AT1G02065	3.43499982024988	6.76429884398874	2.44798062692548	13.3384758709395	17.9822983304731	16.8456002933076
AT1G02080	584.880673126016	624.471451336743	568.077511994067	639.541764207563	748.006133722321	582.568489260239
AT1G02090	116.119920215944	120.449235266964	103.956599448268	116.053780901583	139.478041450583	119.579086182068
AT1G02100	93.6318373482827	79.1021413645042	85.6973864697866	96.0616000409593	79.464137762814	99.2202581708415
AT1G02110	63.763535626716	43.6389763708359	46.3550347575382	51.4888900949486	62.2806118075553	61.0437720317933
AT1G02120	195.886658661961	199.707582493738	219.439191075621	202.313651730865	207.67023384004	191.162773259998
AT1G02130	125.493030176607	165.63028247225	154.976635892365	144.002155008916	152.254742583744	144.507838889867
AT1G02140	389.710612313289	393.194329820265	385.669595500062	333.611958183706	425.730196266247	327.029836113198
AT1G02145	54.822221296701	50.2565398825253	61.0573290130398	42.293340499704	70.4130993041861	64.6083835888861
AT1G02150	335.076877563047	286.858463804791	361.094389053826	388.01364350563	339.714876904579	344.02217257367
AT1G02160	32.5363105933998	50.996013986366	34.4190563984259	54.1270651893095	33.9030060885478	42.0357835477979
AT1G02170	68.1224351480246	59.4609544819638	62.2756552803443	42.6404092552484	59.0396948995881	78.5228583978574
AT1G02180	25.9764018596488	17.5845562468664	21.7133712757458	23.1256674511729	23.2806628248967	22.3161966933126
AT1G02205	351.017950578709	236.751489955895	350.06598951098	398.391655048588	521.313988830389	681.923376616065
AT1G02260	51.6063203794398	54.2408127760986	69.3277133073565	50.5275284610664	57.2818391002572	61.7220771342318
AT1G02270	225.808977569944	209.439732740783	92.5531882102392	134.223630594676	129.576815031651	213.117696063463
AT1G02280	259.424733779464	274.348690048383	229.482814202368	246.982857509457	209.857552752651	240.599931973723
AT1G02290	57.2943782800391	51.9822789874812	43.9297773975706	45.2902051706725	50.9726054117017	37.7982470378061
AT1G02300	48.6582326379564	41.1587553209498	122.259991162433	99.4925769365348	86.5303518207592	61.0725871939554
AT1G02305	227.085534000001	187.636243487272	245.534555982185	287.840323624445	199.45892156222	234.609332853354
AT1G02330	56.247056424557	60.6206847879199	59.7794884268006	76.4307476747499	57.9078518075265	58.1830905389021
AT1G02335	61.6815830219934	66.4744744320337	69.8440893867572	46.2392776753876	63.8433146655734	70.8169778821246
AT1G02340	25.8333692920858	57.9428408199499	88.1225362589491	67.1063723136618	100.14327596394	45.9755212272689
AT1G02360	17.4148126997174	41.6524920354567	13.3646676140455	8.94312250131635	3.06397296738201	9.75759814397373
